苗字,苗字（ふりがな）,人数,割合,名前（男）,名前（男）ふりがな,名前（女）,名前（女）ふりがな
細田,ほそだ,38100,73466500,,,,
植木,うえき,38100,73504600,,,,
荻原,おぎわら,38100,73542700,,,,
大崎,おおさき,38100,73580800,,,,
白川,しらかわ,38000,73618800,,,,
皆川,みながわ,37900,73656700,,,,
中本,なかもと,37900,73694600,,,,
岸田,きしだ,37900,73732500,,,,
三谷,みたに,37800,73770300,,,,
福山,ふくやま,37700,73808000,,,,
平林,ひらばやし,37500,73845500,,,,
辻本,つじもと,37500,73883000,,,,
浜口,はまぐち,37400,73920400,,,,
川瀬,かわせ,37400,73957800,,,,
島村,しまむら,37400,73995200,,,,
畑,はたけ,37300,74032500,,,,
木原,きはら,37300,74069800,,,,
大友,おおとも,37200,74107000,,,,
塩田,しおた,37100,74144100,,,,
河内,かわち,37100,74181200,,,,
遠山,とおやま,37100,74218300,,,,
古屋,ふるや,37100,74255400,,,,
神山,かみやま,36900,74292300,,,,
中里,なかざと,36900,74329200,,,,
齊藤,さいとう,36900,74366100,,,,
三橋,みつはし,36800,74402900,,,,
三井,みつい,36800,74439700,,,,
大澤,おおさわ,36700,74476400,,,,
大坪,おおつぼ,36700,74513100,,,,
植村,うえむら,36700,74549800,,,,
難波,なんば,36600,74586400,,,,
三村,みむら,36400,74622800,,,,
渡邉,わたなべ,36300,74659100,,,,
栗山,くりやま,36300,74695400,,,,
岩下,いわした,36300,74731700,,,,
松川,まつかわ,36100,74767800,,,,
井手,いで,36000,74803800,,,,
吉永,よしなが,35900,74839700,,,,
早坂,はやさか,35800,74875500,,,,
井出,いで,35700,74911200,,,,
長井,ながい,35700,74946900,,,,
川畑,かわばた,35600,74982500,,,,
佐竹,さたけ,35600,75018100,,,,
朝倉,あさくら,35400,75053500,,,,
柳,やなぎ,35400,75088900,,,,
亀山,かめやま,35400,75124300,,,,
河田,かわた,35300,75159600,,,,
川合,かわい,35300,75194900,,,,
橘,たちばな,35100,75230000,,,,
浜崎,はまざき,35100,75265100,,,,
草野,くさの,35000,75300100,,,,
小宮,こみや,34800,75334900,,,,
堀井,ほりい,34700,75369600,,,,
保坂,ほざか,34500,75404100,,,,
志賀,しが,34400,75438500,,,,
中根,なかね,34300,75472800,,,,
尾形,おがた,34300,75507100,,,,
半田,はんだ,34300,75541400,,,,
村岡,むらおか,34300,75575700,,,,
狩野,かのう,34300,75610000,,,,
新垣,あらがき,34300,75644300,,,,
水上,みずかみ,34200,75678500,,,,
高村,たかむら,34200,75712700,,,,
大津,おおつ,34200,75746900,,,,
高柳,たかやなぎ,34100,75781000,,,,
若松,わかまつ,34100,75815100,,,,
柴崎,しばざき,34000,75849100,,,,
亀田,かめだ,34000,75883100,,,,
高岡,たかおか,33900,75917000,,,,
立石,たていし,33900,75950900,,,,
市村,いちむら,33800,75984700,,,,
玉城,たまき,33800,76018500,,,,
寺島,てらしま,33600,76052100,,,,
内野,うちの,33600,76085700,,,,
三島,みしま,33500,76119200,,,,
瀬川,せがわ,33400,76152600,,,,
武内,たけうち,33400,76186000,,,,
奈良,なら,33300,76219300,,,,
木内,きうち,33300,76252600,,,,
藤崎,ふじざき,33200,76285800,,,,
平,たいら,33200,76319000,,,,
久野,くの,33200,76352200,,,,
植松,うえまつ,33100,76385300,,,,
清野,きよの,33100,76418400,,,,
真鍋,まなべ,33100,76451500,,,,
玉井,たまい,33100,76484600,,,,
深谷,ふかや,33000,76517600,,,,
水口,みずぐち,33000,76550600,,,,
江藤,えとう,33000,76583600,,,,
大沼,おおぬま,32900,76616500,,,,
進藤,しんどう,32900,76649400,,,,
並木,なみき,32900,76682300,,,,
守屋,もりや,32800,76715100,,,,
寺本,てらもと,32700,76747800,,,,
橋口,はしぐち,32700,76780500,,,,
高見,たかみ,32700,76813200,,,,
菅谷,すがや,32700,76845900,,,,
宮地,みやじ,32600,76878500,,,,
織田,おだ,32500,76911000,,,,
藤森,ふじもり,32300,76943300,,,,
河本,かわもと,32300,76975600,,,,
毛利,もうり,32200,77007800,,,,
宮島,みやじま,32100,77039900,,,,
石渡,いしわたり,32100,77072000,,,,
大江,おおえ,32000,77104000,,,,
矢部,やべ,32000,77136000,,,,
市原,いちはら,32000,77168000,,,,
有馬,ありま,31900,77199900,,,,
有田,ありた,31900,77231800,,,,
下山,しもやま,31800,77263600,,,,
高原,たかはら,31800,77295400,,,,
那須,なす,31800,77327200,,,,
鳥居,とりい,31700,77358900,,,,
飯野,いいの,31700,77390600,,,,
関谷,せきや,31500,77422100,,,,
松沢,まつざわ,31300,77453400,,,,
北山,きたやま,31200,77484600,,,,
坂下,さかした,31100,77515700,,,,
野上,のがみ,31100,77546800,,,,
板垣,いたがき,31000,77577800,,,,
前原,まえはら,31000,77608800,,,,
牧,まき,31000,77639800,,,,
三原,みはら,30800,77670600,,,,
川井,かわい,30700,77701300,,,,
坂上,さかがみ,30600,77731900,,,,
染谷,そめや,30500,77762400,,,,
田崎,たざき,30400,77792800,,,,
立花,たちばな,30400,77823200,,,,
外山,とやま,30400,77853600,,,,
平尾,ひらおか,30400,77884000,,,,
岩佐,いわさ,30400,77914400,,,,
松木,まつき,30300,77944700,,,,
小室,こむろ,30300,77975000,,,,
成瀬,なるせ,30200,78005200,,,,
三田,みた,30200,78035400,,,,
高尾,たかお,30100,78065500,,,,
山城,やましろ,30100,78095600,,,,
長谷,はせ,30100,78125700,,,,
阪本,さかもと,29900,78155600,,,,
葛西,かさい,29900,78185500,,,,
宇佐美,うさみ,29900,78215400,,,,
野本,のもと,29900,78245300,,,,
滝本,たきもと,29800,78275100,,,,
秋葉,あきば,29800,78304900,,,,
長瀬,ながせ,29800,78334700,,,,
板倉,いたくら,29800,78364500,,,,
高崎,たかさき,29600,78394100,,,,
塚原,つかはら,29600,78423700,,,,
小寺,こでら,29600,78453300,,,,
山﨑,やまざき,29500,78482800,,,,
滝口,たきぐち,29400,78512200,,,,
仲村,なかむら,29400,78541600,,,,
石垣,いしがき,29400,78571000,,,,
高梨,たかなし,29300,78600300,,,,
山野,やまの,29300,78629600,,,,
井田,いだ,29300,78658900,,,,
長谷部,はせべ,29200,78688100,,,,
秦,はた,29200,78717300,,,,
江崎,えざき,29200,78746500,,,,
海野,うみの,29100,78775600,,,,
大倉,おおくら,29100,78804700,,,,
門脇,かどわき,29100,78833800,,,,
椎名,しいな,29000,78862800,,,,
和泉,いずみ,29000,78891800,,,,
正木,まさき,28900,78920700,,,,
土居,どい,28900,78949600,,,,
中澤,なかざわ,28900,78978500,,,,
相川,あいかわ,28900,79007400,,,,
今田,いまだ,28700,79036100,,,,
都築,つづき,28600,79064700,,,,
平塚,ひらつか,28600,79093300,,,,
小関,おぜき,28400,79121700,,,,
奥,おく,28400,79150100,,,,
藤木,ふじき,28400,79178500,,,,
細井,ほそい,28300,79206800,,,,
島,しまむら,28300,79235100,,,,
宍戸,ししど,28300,79263400,,,,
堀越,ほりこし,28300,79291700,,,,
江川,えがわ,28100,79319800,,,,
小杉,こすぎ,28100,79347900,,,,
岩永,いわなが,28100,79376000,,,,
木田,きだ,28100,79404100,,,,
西谷,にしたに,28000,79432100,,,,
金谷,かなや,27900,79460000,,,,
諏訪,すわ,27900,79487900,,,,
金山,かねやま,27900,79515800,,,,
乾,いぬい,27900,79543700,,,,
永山,ながやま,27800,79571500,,,,
森谷,もりたに,27800,79599300,,,,
田川,たがわ,27800,79627100,,,,
石丸,いしまる,27800,79654900,,,,
下川,しもかわ,27700,79682600,,,,
金森,かねもり,27700,79710300,,,,
細野,ほその,27700,79738000,,,,
黒岩,くろいわ,27600,79765600,,,,
大熊,おおくま,27600,79793200,,,,
大貫,おおぬき,27600,79820800,,,,
野原,のはら,27500,79848300,,,,
布施,ふせ,27400,79875700,,,,
小畑,おばた,27400,79903100,,,,
島袋,しまぶくろ,27300,79930400,,,,
杉村,すぎむら,27300,79957700,,,,
北田,きただ,27300,79985000,,,,
小野田,おのだ,27300,80012300,,,,
梅原,うめはら,27300,80039600,,,,
山上,やまがみ,27200,80066800,,,,
富樫,とがし,27200,80094000,,,,
豊島,とよしま,27100,80121100,,,,
大矢,おおや,27100,80148200,,,,
上山,うえやま,27100,80175300,,,,
阿久津,あくつ,27000,80202300,,,,
赤松,あかまつ,27000,80229300,,,,
石本,いしもと,27000,80256300,,,,
本橋,もとはし,27000,80283300,,,,
宮脇,みやわき,27000,80310300,,,,
米沢,よねざわ,27000,80337300,,,,
末永,すえなが,26900,80364200,,,,
宮野,みやの,26900,80391100,,,,
倉持,くらもち,26900,80418000,,,,
古沢,ふるさわ,26800,80444800,,,,
奧野,おくの,26800,80471600,,,,
塩谷,しおたに,26600,80498200,,,,
今西,いまにし,26500,80524700,,,,
麻生,あそう,26500,80551200,,,,
仲田,なかた,26500,80577700,,,,
菅沼,すがぬま,26500,80604200,,,,
風間,かざま,26500,80630700,,,,
水田,みずた,26400,80657100,,,,
平良,たいら,26300,80683400,,,,
香川,かがわ,26300,80709700,,,,
生田,いくた,26200,80735900,,,,
小幡,おばた,26200,80762100,,,,
坂元,さかもと,26100,80788200,,,,
大庭,おおば,26000,80814200,,,,
小久保,こくぼ,26000,80840200,,,,
喜多,きた,26000,80866200,,,,
門田,もんでん,26000,80892200,,,,
西口,にしぐち,25900,80918100,,,,
須賀,すか,25900,80944000,,,,
井川,いかわ,25900,80969900,,,,
大和田,おおわだ,25800,80995700,,,,
中林,なかばやし,25700,81021400,,,,
奧山,おくやま,25600,81047000,,,,
富岡,とみおか,25600,81072600,,,,
梅本,うめもと,25600,81098200,,,,
海老原,えびはら,25500,81123700,,,,
永島,ながしま,25400,81149100,,,,
浦田,うらた,25400,81174500,,,,
矢口,やぐち,25400,81199900,,,,
佐川,さがわ,25400,81225300,,,,
岩間,いわま,25400,81250700,,,,
杉野,すぎの,25300,81276000,,,,
砂川,すながわ,25300,81301300,,,,
川辺,かわべ,25300,81326600,,,,
土橋,どばし,25300,81351900,,,,
浜本,はまもと,25300,81377200,,,,
木本,もくほん,25300,81402500,,,,
木戸,きど,25200,81427700,,,,
日下,くさか,25200,81452900,,,,
岩渕,いわぶち,25200,81478100,,,,
波多野,はたの,25200,81503300,,,,
大滝,おおたき,25200,81528500,,,,
長崎,ながさき,24900,81553400,,,,
金丸,かねまる,24900,81578300,,,,
雨宮,あまみや,24800,81603100,,,,
立川,たちかわ,24800,81627900,,,,
羽田,はた,24800,81652700,,,,
小沼,おぬま,24700,81677400,,,,
白鳥,しらとり,24700,81702100,,,,
依田,よだ,24700,81726800,,,,
浅川,あさがわ,24600,81751400,,,,
平沢,ひらさわ,24600,81776000,,,,
真田,さなだ,24600,81800600,,,,
小椋,おぐら,24600,81825200,,,,
石坂,いしざか,24600,81849800,,,,
神崎,かんざき,24600,81874400,,,,
板橋,いたばし,24600,81899000,,,,
目黒,めぐろ,24600,81923600,,,,
深田,ふかた,24500,81948100,,,,
森脇,もりわき,24500,81972600,,,,
山形,やまがた,24400,81997000,,,,
影山,かげやま,24400,82021400,,,,
宇田川,うだがわ,24300,82045700,,,,
濱田,はまだ,24300,82070000,,,,
寺尾,てらお,24300,82094300,,,,
大畑,おおはた,24300,82118600,,,,
曽根,そね,24200,82142800,,,,
矢田,やた,24200,82167000,,,,
三枝,さえぐさ,24100,82191100,,,,
松元,まつもと,24000,82215100,,,,
山元,やまもと,23900,82239000,,,,
北沢,きたざわ,23900,82262900,,,,
高倉,たかくら,23900,82286800,,,,
勝又,かつまた,23800,82310600,,,,
清田,きよた,23800,82334400,,,,
橋爪,はしづめ,23800,82358200,,,,
柳川,やながわ,23700,82381900,,,,
赤木,あかぎ,23700,82405600,,,,
梅津,うめづ,23500,82429100,,,,
鶴岡,つるおか,23500,82452600,,,,
芦田,あしだ,23500,82476100,,,,
丹野,たんの,23500,82499600,,,,
櫻井,さくらい,23500,82523100,,,,
瀬尾,せお,23400,82546500,,,,
尾上,おがみ,23400,82569900,,,,
宇都宮,うつのみや,23400,82593300,,,,
岩城,いわき,23300,82616600,,,,
江原,えばら,23300,82639900,,,,
神野,かみの,23300,82663200,,,,
横尾,よこお,23200,82686400,,,,
吉澤,よしざわ,23200,82709600,,,,
坂野,さかの,23100,82732700,,,,
柳原,やなぎはら,23100,82755800,,,,
池内,いけうち,23000,82778800,,,,
桑田,くわた,23000,82801800,,,,
西脇,にしわき,22900,82824700,,,,
久米,くめ,22900,82847600,,,,
日比野,ひびの,22900,82870500,,,,
栗林,くりばやし,22900,82893400,,,,
梅村,うめむら,22900,82916300,,,,
角,かく,22800,82939100,,,,
結城,ゆうき,22800,82961900,,,,
小堀,こぼり,22800,82984700,,,,
西島,にししま,22800,83007500,,,,
小菅,こすげ,22800,83030300,,,,
手島,てじま,22800,83053100,,,,
大嶋,おおしま,22800,83075900,,,,
浦野,うらの,22800,83098700,,,,
川西,かわにし,22700,83121400,,,,
森口,もりぐち,22700,83144100,,,,
飛田,ひだ,22700,83166800,,,,
井原,いはら,22600,83189400,,,,
上杉,うえすぎ,22600,83212000,,,,
小高,こだか,22500,83234500,,,,
田端,たばた,22400,83256900,,,,
首藤,しゅどう,22400,83279300,,,,
赤坂,あかさか,22400,83301700,,,,
玉置,たまき,22300,83324000,,,,
青野,あおの,22300,83346300,,,,
横川,よこかわ,22300,83368600,,,,
柏原,かしわばら,22300,83390900,,,,
北,きた,22200,83413100,,,,
浅沼,あさぬま,22100,83435200,,,,
大林,おおばやし,22100,83457300,,,,
梅沢,うめざわ,22100,83479400,,,,
水島,みずしま,22000,83501400,,,,
小玉,こだま,21900,83523300,,,,
合田,あいだ,21800,83545100,,,,
宮坂,みやさか,21800,83566900,,,,
角谷,かどや,21800,83588700,,,,
有賀,ありが,21700,83610400,,,,
竹原,たけはら,21700,83632100,,,,
脇田,わきた,21600,83653700,,,,
宮里,みやさと,21600,83675300,,,,
柴山,しばやま,21600,83696900,,,,
本村,もとむら,21500,83718400,,,,
三沢,みさわ,21500,83739900,,,,
島津,しまつ,21500,83761400,,,,
池本,いけもと,21500,83782900,,,,
志田,しだ,21500,83804400,,,,
明石,あかし,21500,83825900,,,,
加瀬,かせ,21400,83847300,,,,
池谷,いけがや,21400,83868700,,,,
春日,しゅんじつ,21300,83890000,,,,
勝田,かつた,21300,83911300,,,,
妹尾,せのお,21200,83932500,,,,
滝川,たきがわ,21200,83953700,,,,
大和,やまと,21200,83974900,,,,
富山,とやま,21000,83995900,,,,
大下,おおした,21000,84016900,,,,
前島,まえじま,21000,84037900,,,,
楠,くすのき,21000,84058900,,,,
中塚,なかつか,20900,84079800,,,,
会田,あいだ,20900,84100700,,,,
柿沼,かきぬま,20900,84121600,,,,
恩田,おんだ,20800,84142400,,,,
阪口,さかぐち,20800,84163200,,,,
戸塚,とつか,20800,84184000,,,,
石野,いしの,20600,84204600,,,,
夏目,なつめ,20600,84225200,,,,
磯野,いその,20600,84245800,,,,
前野,まえの,20600,84266400,,,,
益田,ますだ,20600,84287000,,,,
曽我,そが,20500,84307500,,,,
古山,ふるやま,20500,84328000,,,,
野島,のじま,20500,84348500,,,,
笹川,ささかわ,20500,84369000,,,,
小栗,おぐり,20500,84389500,,,,
白木,しらき,20500,84410000,,,,
谷村,たにむら,20500,84430500,,,,
吉崎,よしざき,20400,84450900,,,,
菅井,すがい,20400,84471300,,,,
川越,かわごえ,20400,84491700,,,,
国分,こくぶ,20400,84512100,,,,
楠本,くすもと,20400,84532500,,,,
坂東,ばんどう,20300,84552800,,,,
日下部,くさかべ,20300,84573100,,,,
井本,いもと,20200,84593300,,,,
岡山,おかやま,20200,84613500,,,,
内村,うちむら,20100,84633600,,,,
持田,もちだ,20100,84653700,,,,
花岡,はなおか,20100,84673800,,,,
高畑,たかはた,20000,84693800,,,,
熊田,くまだ,20000,84713800,,,,
中,なか,20000,84733800,,,,
金澤,かなざわ,20000,84753800,,,,
鬼頭,おにがしら,20000,84773800,,,,
神戸,こうべ,20000,84793800,,,,
末吉,すえよし,20000,84813800,,,,
沖,おき,20000,84833800,,,,
石倉,いしくら,20000,84853800,,,,
福地,ふくち,20000,84873800,,,,
田渕,たぶち,19900,84893700,,,,
城戸,きど,19900,84913600,,,,
玉木,たまき,19900,84933500,,,,
滝,たき,19900,84953400,,,,
浜,はま,19800,84973200,,,,
倉本,くらもと,19800,84993000,,,,
田所,たどころ,19800,85012800,,,,
若山,わかやま,19800,85032600,,,,
東海林,しょうじ,19700,85052300,,,,
児島,こじま,19700,85072000,,,,
塩見,しおみ,19700,85091700,,,,
粕谷,あらや,19700,85111400,,,,
沖田,おきた,19700,85131100,,,,
寺沢,てらさわ,19600,85150700,,,,
森井,もりい,19600,85170300,,,,
黒崎,くろさき,19600,85189900,,,,
八田,はった,19600,85209500,,,,
沢井,さわい,19600,85229100,,,,
重松,しげまつ,19600,85248700,,,,
寺西,てらにし,19500,85268200,,,,
高嶋,たかしま,19500,85287700,,,,
長坂,ながさか,19500,85307200,,,,
廣瀬,ひろせ,19500,85326700,,,,
森永,もりなが,19500,85346200,,,,
本山,もとやま,19500,85365700,,,,
重田,しげた,19500,85385200,,,,
村木,むらき,19400,85404600,,,,
